current_belt;gender;training_years;favourite;white_blue;blue_purple;purple_brown;brown_black;training_per_week;both_gi_nogi;gi_or_no_gi;training_time;travel;how_old_when_started;mobility_exercises;yoga;preferred_style;have_fav_athlete;leg_lock_friendly;gym_self_defense;membership;gym_curriculum;time_watching_bjj;do_watch_sport_bjj;num_gis;num_rashguards;num_shorts;bjj_apparel;money_for_gear;education;income;age;age_cat;race;nationality;country;instrutor_encourages_competition;competed;choke
white belt;Male; 2-4 years;no answer; 2-4 years;no answer;no answer;no answer;5-6 times;No;Gi;Evening;Yes;'40+';No;No;Pressure Passing;No;No;one of the focuses;no answer;No;no answer;No;no answer;no answer;no answer;no answer;no answer;High School/GED;$100K+;45;45-50;White/Caucasian;Russian;Russia;No;No;Yes
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Master's Degree;$100K+;20;20-25;White/Caucasian;American;USA;no answer;no answer;no answer
white belt;Male; 0-2 years;the friendly environment and people the learning aspect the confidence and patience i am developing when being put under pressure and in bad situations;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;Yes;'26-30';Yes;Yes;Open Guard;No;Only at certain belt levels;one of the focuses;$101-200;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$101-200;High School/GED;$100K+;31;30-35;White/Caucasian;Australian;Australia;Yes;No;No
white belt;Male; 2-4 years;no answer;no answer;no answer;no answer;no answer;no answer;Yes;No-gi;Morning;No;'21-25';Yes;No;no answer;No;Yes;one of the focuses;$ 51-100;No;0-1 hour;No;'1-2';no answer;'1-2';No;$ 0-50;Master's Degree;$ 51k-75K;30;30-35;no answer;no answer;no answer;Yes;Yes;no answer
white belt;Male; 0-2 years;learning and growing and hitting nice subs occasionally;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Evening;Yes;'26-30';Yes;Yes;Open Guard;Yes;Yes;one of the focuses;$101-200;No;0-1 hour;Yes;'1-2';'1-2';no answer;No;$ 51-100;Master's Degree;$ 26K-50K;30;30-35;Asian/Pacific Islander;Canadian;Canada;Yes;No;Yes
purple belt;Male; 6-8 years;implementing a new solution to a problem i ve had in live rolling; 2-4 years; 2-4 years;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'31-35';No;No;Leg locking;Yes;Only at certain belt levels;one of the focuses;$ 51-100;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$ 51-100;Bachelor's Degree;$ 76K-100K;39;35-40;Asian/Pacific Islander;Australian;Australia;No;Yes;No
white belt;Female; 0-2 years;learning;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;No;'36-40';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;no answer;No;no answer;Yes;no answer;no answer;no answer;no answer;no answer;Master's Degree;$ 51k-75K;38;35-40;White/Caucasian;USA;USA;Yes;Yes;No
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;24;20-25;White/Caucasian;no answer;no answer;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 26K-50K;25;25-30;White/Caucasian;United States ;USA;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Master's Degree;$ 0-25K;28;25-30;White/Caucasian;Serbian;Serbia;no answer;no answer;no answer
purple belt;Male; 6-8 years;feeling strong and overall great afterwards; 0-2 years; 2-4 years;no answer;no answer;5-6 times;No;Gi;Morning;Yes;'26-30';No;Yes;Open Guard;Yes;Yes;not a focus;$ 51-100;No;2 hours - 3 hours;Yes;'3-4';'3-4';'1-2';Yes;$301-400;Associate's Degree;$ 26K-50K;40;40-45;Hispanic/Latino;Colombian;Colombia;Yes;Yes;No
blue belt;Male; 4-6 years;rolling after technique training; 2-4 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;No;'26-30';No;No;Open Guard;Yes;Yes;primary focus;$ 0-50;Yes;1 hour -2 hours;Yes;'1-2';'3-4';'1-2';Yes;$ 51-100;High School/GED;$ 26K-50K;31;30-35;White/Caucasian;south africa;South Africa;No;Yes;No
brown belt;Male; 8-10 years;rolling; 2-4 years; 4-6 years; 2-4 years;no answer;1-2 times;No;Gi;Evening;Yes;'16-20';No;No;Open Guard;No;Only at certain belt levels;not a focus;$101-200;Yes;1 hour -2 hours;Yes;'7+';'7+';'3-4';Yes;$101-200;Bachelor's Degree;$100K+;32;30-35;White/Caucasian;American;USA;Yes;Yes;Yes
purple belt;Male; 2-4 years;the hard grind every day; 0-2 years; 0-2 years;no answer;no answer;5-6 times;Yes;Gi;Evening;Yes;'16-20';No;No;Open Guard;Yes;Only at certain belt levels;not a focus;$101-200;No;1 hour -2 hours;Yes;'3-4';'3-4';'1-2';Yes;$401-500;High School/GED;$ 26K-50K;22;20-25;White/Caucasian;American;USA;Yes;Yes;Yes
white belt;Male; 0-2 years;the feeling afterward that i ve learned something and i m making myself into a better person;no answer;no answer;no answer;no answer;3-4 times;no answer;Gi;Evening;Yes;'31-35';Yes;No;Closed guard;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$101-200;Bachelor's Degree;$ 76K-100K;36;35-40;White/Caucasian;'Merica;USA;Yes;No;Yes
white belt;Male; 0-2 years;it is as much mental training as it is physical training it is hard as shit and i really appreciate that i will always have something to learn;no answer;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'36-40';Yes;No;Closed guard;Yes;Only at certain belt levels;one of the focuses;$ 51-100;No;0-1 hour;Yes;'1-2';'3-4';'1-2';No;$ 51-100;Master's Degree;$ 76K-100K;37;35-40;White/Caucasian;USA;USA;Yes;No;Yes
white belt;Male; 2-4 years;fitness intellectual challenge;no answer;no answer;no answer;no answer;1-2 times;No;Gi;Morning;No;'26-30';No;No;no answer;No;Only at certain belt levels;one of the focuses;$ 51-100;No;1 hour -2 hours;No;'1-2';'1-2';no answer;No;$ 51-100;Bachelor's Degree;$ 51k-75K;33;30-35;White/Caucasian;American;USA;Yes;Yes;no answer
white belt;Male; 0-2 years;rolling;no answer;no answer;no answer;no answer;5-6 times;Yes;No-gi;Evening;Yes;'26-30';Yes;No;Pressure Passing;No;Yes;not a focus;$ 0-50;No;0-1 hour;Yes;'3-4';'3-4';'1-2';Yes;$201-300;Associate's Degree;$ 0-25K;28;25-30;White/Caucasian;German;Germany;Yes;Yes;Yes
purple belt;Male; 6-8 years;the feeling after training; 2-4 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'26-30';Yes;No;Pressure Passing;No;Only at certain belt levels;not a focus;$ 51-100;Yes;0-1 hour;Yes;'3-4';'3-4';'1-2';No;$201-300;Master's Degree;$100K+;34;30-35;Hispanic/Latino;USA;USA;Yes;Yes;Yes
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$100K+;32;30-35;White/Caucasian;no answer;no answer;no answer;no answer;no answer
white belt;Male; 0-2 years;no answer;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';No;No;Closed guard;Yes;No;not a focus;no answer;No;no answer;Yes;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 0-25K;26;25-30;White/Caucasian;Scottish;UK;Yes;Yes;no answer
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 76K-100K;36;35-40;White/Caucasian;no answer;no answer;no answer;no answer;no answer
brown belt;Male; 6-8 years;love all of it and go through phases but right now my favorite part is the mental chess that s played every roll; 0-2 years; 2-4 years; 2-4 years;no answer;5-6 times;Yes;Gi;Evening;Yes;'26-30';Yes;No;Pressure Passing;Yes;Yes;one of the focuses;$ 51-100;No;1 hour -2 hours;Yes;'5-6';'3-4';'3-4';Yes;$101-200;Bachelor's Degree;$ 51k-75K;31;30-35;White/Caucasian;Italian;Italy;Yes;Yes;Yes
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;23;20-25;White/Caucasian;German;Germany;no answer;no answer;no answer
white belt;Female; 0-2 years;getting better;no answer;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'36-40';Yes;Yes;Open Guard;No;Only at certain belt levels;one of the focuses;$101-200;Yes;0-1 hour;Yes;'3-4';'1-2';no answer;No;$301-400;Bachelor's Degree;$ 26K-50K;36;35-40;Asian/Pacific Islander;American;USA;Yes;No;No
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Associate's Degree;$ 26K-50K;28;25-30;Asian/Pacific Islander;German and Korean;Germany;no answer;no answer;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 0-25K;no answer;no answer;White/Caucasian;British (English);UK;no answer;no answer;no answer
purple belt;Male; 4-6 years;using intelligence under physical duress; 0-2 years; 2-4 years;no answer;no answer;3-4 times;Yes;Gi;Evening;No;'21-25';Yes;Yes;Open Guard;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'3-4';'5-6';'1-2';Yes;$301-400;Bachelor's Degree;$ 76K-100K;28;25-30;White/Caucasian;usa;USA;Yes;Yes;Yes
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;23;20-25;White/Caucasian;serbian;Serbia;no answer;no answer;no answer
blue belt;Male; 2-4 years;no answer; 2-4 years;no answer;no answer;no answer;3-4 times;Yes;No-gi;Evening;No;'31-35';No;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'3-4';'3-4';No;$ 51-100;High School/GED;$100K+;38;35-40;White/Caucasian;no answer;no answer;No;No;no answer
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 0-25K;22;20-25;White/Caucasian;Romania;Romania;no answer;no answer;no answer
brown belt;Male; 6-8 years;it reduces my anxiety and i enjoy the challenge of hand to hand combat; 0-2 years; 2-4 years; 0-2 years;no answer;3-4 times;Yes;Gi;Morning;Yes;'26-30';No;No;Pressure Passing;Yes;Yes;one of the focuses;no answer;Yes;no answer;Yes;no answer;no answer;no answer;no answer;no answer;Master's Degree;$ 51k-75K;34;30-35;White/Caucasian;Irish English Swedish ;Ireland;Yes;Yes;Yes
white belt;Male; 0-2 years;i m having fun while training it truly is a form of therapy and has helped me out in more areas than i can imagine;no answer;no answer;no answer;no answer;3-4 times;No;Gi;Lunch;Yes;'21-25';Yes;No;Pressure Passing;Yes;Only at certain belt levels;one of the focuses;$101-200;Yes;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$201-300;Bachelor's Degree;$ 0-25K;25;25-30;Hispanic/Latino;Mexican;Mexico;Yes;No;Yes
white belt;Male; 2-4 years;feeling mentally refreshed after a hard rolling session;no answer;no answer;no answer;no answer;3-4 times;No;No-gi;Evening;No;'21-25';Yes;Yes;Open Guard;Yes;Yes;not a focus;$ 51-100;No;0-1 hour;Yes;'1-2';'5-6';'3-4';No;$ 0-50;High School/GED;$ 0-25K;24;20-25;Hispanic/Latino;America;USA;No;Yes;No
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;no answer;33;30-35;White/Caucasian;czech;Czech Republic;no answer;no answer;no answer
black belt;Male; 4-6 years;sparring; 0-2 years; 0-2 years; 0-2 years; 0-2 years;5-6 times;Yes;Gi;Evening;Yes;'40+';No;Yes;Pressure Passing;Yes;Only at certain belt levels;not a focus;$ 0-50;No;0-1 hour;Yes;'3-4';'3-4';'3-4';No;$101-200;Bachelor's Degree;$ 26K-50K;46;45-50;White/Caucasian;English;UK;Yes;Yes;No
blue belt;Male; 6-8 years;refining existing techniques and improving my understanding of body mechanics as a result; 0-2 years;no answer;no answer;no answer;3-4 times;No;No-gi;Evening;No;'21-25';No;No;Leg locking;Yes;Only at certain belt levels;not a focus;$ 0-50;No;0-1 hour;No;'3-4';'5-6';'1-2';No;$ 0-50;Bachelor's Degree;$ 0-25K;28;25-30;White/Caucasian;Welsh;UK;Yes;Yes;No
blue belt;Male; 4-6 years;i love drilling as much as i do rolling; 2-4 years;no answer;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'16-20';No;No;Open Guard;Yes;Yes;not a focus;$ 0-50;Yes;0-1 hour;Yes;'1-2';'1-2';'1-2';No;$ 51-100;Master's Degree;$ 0-25K;23;20-25;White/Caucasian;Netherlands;Netherlands;Yes;Yes;No
no rank;Male;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Master's Degree;$100K+;35;35-40;White/Caucasian;USA;USA;no answer;no answer;no answer
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Master's Degree;$ 51k-75K;32;30-35;White/Caucasian;USA ;USA;no answer;no answer;no answer
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;Master's Degree;$ 76K-100K;45;45-50;White/Caucasian;American;USA;no answer;no answer;no answer
blue belt;Male; 0-2 years;fun; 0-2 years;no answer;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'16-20';No;No;Closed guard;no answer;Yes;not a focus;no answer;No;no answer;Yes;no answer;no answer;no answer;no answer;no answer;Bachelor's Degree;$ 51k-75K;31;30-35;White/Caucasian;usa;USA;Yes;Yes;No
no rank;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer
no rank;Female;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;no answer;High School/GED;$ 0-25K;18;15-20;White/Caucasian;American ;USA;no answer;no answer;no answer
purple belt;Male; 8-10 years;it s fun and you meet lots of good people; 2-4 years; 2-4 years;no answer;no answer;1-2 times;No;Gi;Evening;No;'26-30';No;No;Closed guard;No;Only at certain belt levels;not a focus;$201-300;No;0-1 hour;No;'3-4';'5-6';'1-2';Yes;$101-200;Bachelor's Degree;$ 76K-100K;35;35-40;Asian/Pacific Islander;USA;USA;Yes;Yes;Yes
purple belt;Male;12+ years;live rolling and testing techniques; 2-4 years; 0-2 years;no answer;no answer;1-2 times;Yes;Gi;Evening;Yes;'21-25';Yes;Yes;Open Guard;No;Only at certain belt levels;not a focus;$101-200;No;1 hour -2 hours;Yes;'1-2';'1-2';'1-2';No;$201-300;Master's Degree;$100K+;35;35-40;Asian/Pacific Islander;Australian;Australia;Yes;Yes;No
purple belt;Male; 8-10 years;the mental release and physical exhaustion that i feel the working out of my demons; 0-2 years; 8-10 years;no answer;no answer;3-4 times;Yes;Gi;Evening;Yes;'26-30';No;No;Pressure Passing;No;Yes;one of the focuses;no answer;No;no answer;Yes;no answer;no answer;no answer;no answer;no answer;Associate's Degree;$100K+;35;35-40;Black/African American;American;USA;Yes;Yes;Yes
